id,department,category,brand,name,model,condition,priceGHS,priceSource,priceCheckedAt,releaseStatus,releaseDate,sourceUrl,imageSource,galleryImageCount,galleryImages,galleryCheckedAt
"bbca-19580520","pets","Waste & cleaning","Pawhut","PawHut Self Cleaning Litter Box, Open-Top Automatic Cat Litter Box with Integrated Safety Protection, Odor-Free Waste Disposal, Trash Bag, Large Waste Bin, for Multiple Cats","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/pawhut-self-cleaning-litter-box-open-top-automatic-cat-litter-box-with-integrated-safety-protection-odor-free-waste-disposal-trash-bag-large-waste-bin-for-multiple-cats/19580520","","4","https://img-us.aosomcdn.com/100/product/2026/08/28/Ikb6db1a04a1295f3.jpg | https://img-us.aosomcdn.com/100/product/2026/09/04/mrVecd1a06a0f0694.jpg | https://img-us.aosomcdn.com/100/product/2026/08/28/qTJ29c1a04a1295f3.jpg | https://img-us.aosomcdn.com/100/product/2026/08/28/X1Mca21a04a1295f3.jpg","2026-09-24"
"bbca-20132198","pets","Waste & cleaning","","GARVEE Open-Top Self-Cleaning Cat Litter Box, Automatic Litter Tray with App Control - Safety Sensors","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/garvee-open-top-self-cleaning-cat-litter-box-automatic-litter-tray-with-app-control-safety-sensors/20132198","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/201/20132/20132198.jpeg",""
"bbca-19754719","pets","Waste & cleaning","Pawhut","PawHut Self Cleaning Litter Box, Automatic Cat Litter Box for Multi Cats, Extra Large 72L, App Control, Safety Sensor, Odor Isolation, Deodorant Gel, 1 Trash Bag and Litter Mat","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/pawhut-self-cleaning-litter-box-automatic-cat-litter-box-for-multi-cats-extra-large-72l-app-control-safety-sensor-odor-isolation-deodorant-gel-1-trash-bag-and-litter-mat/19754719","","4","https://img-us.aosomcdn.com/100/product/2026/08/28/ESy4b51a04a670e9d.jpg | https://img-us.aosomcdn.com/100/product/2026/08/28/ygRfaa1a04a670e9d.jpg | https://img-us.aosomcdn.com/100/product/2026/08/28/oTWfc91a04a670e9d.jpg | https://img-us.aosomcdn.com/100/product/2026/08/28/YSk61a1a04a670e9d.jpg","2026-09-24"
"bbca-19265575","pets","Waste & cleaning","Litter-Robot","Litter-Robot 4 by Whisker, Black - Automatic, Self-Cleaning Litter Box, Includes 1 Year of WhiskerCare","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/litter-robot-4-by-whisker-black-automatic-self-cleaning-litter-box-includes-1-year-of-whiskercare/19265575","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/192/19265/19265575.jpeg",""
"bbca-20132194","pets","Waste & cleaning","","GARVEE Automatic Self-Cleaning Cat Litter Box – 68L Large Capacity Robot – Multi-Cat Odor Control","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/garvee-automatic-self-cleaning-cat-litter-box-68l-large-capacity-robot-multi-cat-odor-control/20132194","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/201/20132/20132194.jpeg",""
"bbca-20145525","pets","Waste & cleaning","Pawhut","PawHut Stainless Steel Cat Litter Box with Lid, High Sided Enclosed Litter Box with Removable Lid, Tray, Scoop, Easy to Clean, Odor Control, Anti-Leakage, Grey","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/pawhut-stainless-steel-cat-litter-box-with-lid-high-sided-enclosed-litter-box-with-removable-lid-tray-scoop-easy-to-clean-odor-control-anti-leakage-grey/20145525","","4","https://img-us.aosomcdn.com/100/product/2026/09/05/nOT6991a07397f1eb.jpg | https://img-us.aosomcdn.com/100/product/2026/09/05/Fig0311a07397f1eb.jpg | https://img-us.aosomcdn.com/100/product/2026/09/05/zXKd811a07397f1eb.jpg | https://img-us.aosomcdn.com/100/product/2026/09/05/48Y72b1a07397f1eb.jpg","2026-09-24"
"bbca-19775844","pets","Waste & cleaning","","Gymax Self-Cleaning Open-Top Cat Litter Box for Multi-Cat & Senior Cats Home","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/gymax-self-cleaning-open-top-cat-litter-box-for-multi-cat-senior-cats-home/19775844","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/197/19775/19775844.jpeg",""
"bbca-19634126","pets","Waste & cleaning","PETKIT","PETKIT PuraMax 2 Automatic Self-Cleaning Cat Litter Box, App Control Automatic Litter Box with Safety Sensors, Odor Free & Anti-Leakage Premium Bundle ,2.4G WiFi","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/petkit-puramax-2-automatic-self-cleaning-cat-litter-box-app-control-automatic-litter-box-with-safety-sensors-odor-free-anti-leakage-premium-bundle-2-4g-wifi/19634126","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/196/19634/19634126.jpeg",""
"bbca-19932091","pets","Waste & cleaning","Pawhut","PawHut Stainless Steel Litter Box with Lid, Enclosed Cat Litter Box with Scoop, Deodorizer Bag, Handle, Odour Control, Non-Sticky and Easy to Clean, Dark Grey","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/pawhut-stainless-steel-litter-box-with-lid-enclosed-cat-litter-box-with-scoop-deodorizer-bag-handle-odour-control-non-sticky-and-easy-to-clean-dark-grey/19932091","","4","https://img-us.aosomcdn.com/100/product/2026/06/20/OVIe3919ee3320870.jpg | https://img-us.aosomcdn.com/100/product/2026/06/20/H1Ud0719ee3320870.jpg | https://img-us.aosomcdn.com/100/product/2026/06/20/vTwe3219ee3320870.jpg | https://img-us.aosomcdn.com/100/product/2026/06/20/tZe4bf19ee3320870.jpg","2026-09-24"
"bbca-19391391","pets","Waste & cleaning","","Smart Cat Odor Purifier For Cat Litter Box Deodorizer Pet Toilet Air Purifier Dog Cat Litter Deodorant, Dust-Free, No Consumables","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/smart-cat-odor-purifier-for-cat-litter-box-deodorizer-pet-toilet-air-purifier-dog-cat-litter-deodorant-dust-free-no-consumables/19391391","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/193/19391/19391391.png",""
"bbca-19882106","pets","Waste & cleaning","Pawhut","PawHut XL Stainless Steel Cat Litter Box, Sifting Cat Litter Box with Sifting Pan, High Sides for Medium and Large Cats, Non-Sticky, Odour Control, Easy Cleaning, Silver","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/pawhut-xl-stainless-steel-cat-litter-box-sifting-cat-litter-box-with-sifting-pan-high-sides-for-medium-and-large-cats-non-sticky-odour-control-easy-cleaning-silver/19882106","","4","https://img-us.aosomcdn.com/100/product/2026/09/05/K3w6651a072d94d0d.jpg | https://img-us.aosomcdn.com/100/product/2026/09/05/AOJ7621a072d94d0d.jpg | https://img-us.aosomcdn.com/100/product/2026/09/05/fMe70b1a072d94d0d.jpg | https://img-us.aosomcdn.com/100/product/2026/09/05/Oim4651a072d94d0d.jpg","2026-09-24"
"bbca-20132192","pets","Waste & cleaning","","GARVEE 50×35×22Cm Stainless Steel Cat Litter Box with High Removable Sides,Leakproof & Non-Stick Metal Litter Tray","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/garvee-503522cm-stainless-steel-cat-litter-box-with-high-removable-sides-leakproof-non-stick-metal-litter-tray/20132192","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/201/20132/20132192.jpeg",""
"bbca-17667025","pets","Training","Pawhut","PawHut 13' x 7.5' x 6' Extra Large Outdoor Dog Kennel, Walk-in Dog Run House, Chain-Link Mesh Sidewalls, Puppy Kennel Backyard Playpen for Training","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/pawhut-13-x-7-5-x-6-extra-large-outdoor-dog-kennel-walk-in-dog-run-house-chain-link-mesh-sidewalls-puppy-kennel-backyard-playpen-for-training/17667025","","4","https://img-us.aosomcdn.com/100/product/2025/01/23/oy604619494d45d56.jpg | https://img-us.aosomcdn.com/100/product/2025/01/23/Upvf3d19494d45d56.jpg | https://img-us.aosomcdn.com/100/product/2025/01/23/ozx44119494d45d56.jpg | https://img-us.aosomcdn.com/100/product/2025/01/23/I2020519494d45d56.jpg","2026-09-24"
"bbca-17186682","pets","Training","Garmin","Garmin Pro 70 Dog Training System","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/garmin-pro-70-dog-training-system/17186682","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/171/17186/17186682.png",""
"bbca-19911994","pets","Training","","Smart Dog Training Collar Orange Rechargeable Pet Anti Bark Warning Device","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/smart-dog-training-collar-orange-rechargeable-pet-anti-bark-warning-device/19911994","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/199/19911/19911994.jpeg",""
"bbca-20170522","pets","Training","","Indoor Dog Potty Tray Mesh Dog Training Toilet Potty Tray Puppy Toilet Anti-Slide Dog Toilets Anti Mesh Training C","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/indoor-dog-potty-tray-mesh-dog-training-toilet-potty-tray-puppy-toilet-anti-slide-dog-toilets-anti-mesh-training-c/20170522","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/201/20170/20170522.jpeg",""
"bbca-19924344","pets","Training","","Dog Training Pads Washable Quick Dry Potty Pads Non Slip 2 Pieces","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/dog-training-pads-washable-quick-dry-potty-pads-non-slip-2-pieces/19924344","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/199/19924/19924344.jpeg",""
"bbca-17072281","pets","Training","","ISTAR 3 Layers Large Dog Pet Potty Training Pee Pad Mat Puppy Tray With Grass Indoor","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/istar-3-layers-large-dog-pet-potty-training-pee-pad-mat-puppy-tray-with-grass-indoor/17072281","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/170/17072/17072281.jpeg",""
"bbca-15735396","pets","Training","","Grass Bathroom for Dog Puppy Portable Potty Pad tray Trainer Indoor Alternative","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/grass-bathroom-for-dog-puppy-portable-potty-pad-tray-trainer-indoor-alternative/15735396","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/157/15735/15735396.png",""
"bbca-19354363","pets","Training","Pawhut","PawHut Pee Pad Holder, Dog Potty Tray for Indoor Outdoor, 18"" x 13"" Easy to Clean Dog Training Toilet Pee Pad Tray, Grey","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/pawhut-pee-pad-holder-dog-potty-tray-for-indoor-outdoor-18-x-13-easy-to-clean-dog-training-toilet-pee-pad-tray-grey/19354363","","4","https://img-us.aosomcdn.com/100/product/2026/09/01/C3s73c1a05c17e882.jpg | https://img-us.aosomcdn.com/100/product/2026/09/01/2xDbc41a05c17e882.jpg | https://img-us.aosomcdn.com/100/product/2026/09/01/nCG5601a05c17e882.jpg | https://img-us.aosomcdn.com/100/product/2026/09/01/pwGf551a05c17e882.jpg","2026-09-24"
"bbca-20170524","pets","Training","","1 Set Dog Scent Work Tins Training Kit Nose Work Magnetic Dots Scent Work Containers For Dogs Training Box Smell Cans","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/1-set-dog-scent-work-tins-training-kit-nose-work-magnetic-dots-scent-work-containers-for-dogs-training-box-smell-cans/20170524","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/201/20170/20170524.jpeg",""
"bbca-15719499","pets","Training","","Premium Pet House braking Pee Training Pads Underpads Piddle Dog Puppy Pet Large","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/premium-pet-house-braking-pee-training-pads-underpads-piddle-dog-puppy-pet-large/15719499","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/157/15719/15719499.png",""
"bbca-20170511","pets","Training","","Pet Training Whip For Dogs And Horses, Sound-Producing Training Stick For Behavior Management","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/pet-training-whip-for-dogs-and-horses-sound-producing-training-stick-for-behavior-management/20170511","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/201/20170/20170511.jpeg",""
"bbca-16699431","gift-cards","Store gift cards","Apple","Apple Gift Card $200 - Digital Download","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/apple-gift-card-200-digital-download/16699431","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/166/16699/16699431.jpg",""
"bbca-17104072","gift-cards","Store gift cards","","Uber & Uber Eats Gift Card - $200 - Digital Download","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/uber-uber-eats-gift-card-200-digital-download/17104072","","1","https://multimedia.bbycastatic.ca/multimedia/products/500x500/171/17104/17104072.jpg",""
"bbca-17373472","gift-cards","Store gift cards","","Esso Mobil Gift Card - $100 - Digital Download","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/esso-mobil-gift-card-100-digital-download/17373472","","1","https://multimedia.bbycastatic.ca/multimedia/products/500x500/173/17373/17373472.jpg",""
"bbca-19590000","gift-cards","Store gift cards","Best Buy","Best Buy Evergreen Brand Gift Card - $500","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/best-buy-evergreen-brand-gift-card-500/19590000","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/195/19590/19590000.jpg",""
"bbca-18585184","gift-cards","Store gift cards","AnyCard","AnyCard Multi-Brand $100 eGift Card - Digital Download","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/anycard-multi-brand-100-egift-card-digital-download/18585184","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/185/18585/18585184.jpg",""
"bbca-18486925","gift-cards","Store gift cards","","Winners Gift Card - $50 - Digital Download","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/winners-gift-card-50-digital-download/18486925","","1","https://multimedia.bbycastatic.ca/multimedia/products/500x500/184/18486/18486925.jpg",""
"bbca-12551156","gift-cards","Gaming gift cards","PlayStation","PlayStation Store $100 Gift Card - Digital Download","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/playstation-store-100-gift-card-digital-download/12551156","","1","https://multimedia.bbycastatic.ca/multimedia/products/500x500/125/12551/12551156.jpg",""
"bbca-18910344","gift-cards","Gaming gift cards","","Valorant $50 Gift Card - Digital Download","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/valorant-50-gift-card-digital-download/18910344","","1","https://multimedia.bbycastatic.ca/multimedia/products/500x500/189/18910/18910344.jpg",""
"bbca-19284555","gift-cards","Gaming gift cards","","Blizzard Battle.net Gift Card - $30 - Digital Download","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/blizzard-battle-net-gift-card-30-digital-download/19284555","","1","https://multimedia.bbycastatic.ca/multimedia/products/500x500/192/19284/19284555.jpg",""
"bbca-10629926","gift-cards","Gaming gift cards","Xbox","XBOX Live $100 Gift Card - Digital Download","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/xbox-live-100-gift-card-digital-download/10629926","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/106/10629/10629926.jpg",""
"bbca-16647010","gift-cards","Gaming gift cards","","EA Play Gift Card - $40 - Digital Download","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/ea-play-gift-card-40-digital-download/16647010","","1","https://multimedia.bbycastatic.ca/multimedia/products/500x500/166/16647/16647010.jpg",""
"bbca-19653544","gift-cards","Gaming gift cards","","Fortnite Gift Card - $150 - Digital Download","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/fortnite-gift-card-150-digital-download/19653544","","1","https://multimedia.bbycastatic.ca/multimedia/products/500x500/196/19653/19653544.jpg",""
"bbca-17212140","gift-cards","Game downloads","Xbox","XBOX Game Pass Essential 12-Month Membership - Digital Download","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/xbox-game-pass-essential-12-month-membership-digital-download/17212140","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/172/17212/17212140.jpg",""
"bbca-20099762","gift-cards","Game downloads","","Madden NFL 27 (Switch 2) - Digital Download","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/madden-nfl-27-switch-2-digital-download/20099762","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/200/20099/20099762.jpg",""
"bbca-19657796","gift-cards","Game downloads","Xbox","XBOX Game Pass Ultimate 3-Month Membership - Digital Download","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/xbox-game-pass-ultimate-3-month-membership-digital-download/19657796","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/196/19657/19657796.jpg",""
"bbca-17257609","gift-cards","Game downloads","","Red Dead Redemption (Switch) - Digital Download","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/red-dead-redemption-switch-digital-download/17257609","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/172/17257/17257609.jpg",""
"bbca-20099766","gift-cards","Game downloads","","NBA 2K27 (XBOX Series X|S) - Digital Download","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/nba-2k27-xbox-series-xs-digital-download/20099766","","1","https://multimedia.bbycastatic.ca/multimedia/products/500x500/200/20099/20099766.jpg",""
"bbca-20099754","gift-cards","Game downloads","","NBA 2K27 Deluxe Edition (XBOX Series X|S) - Digital Download","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/nba-2k27-deluxe-edition-xbox-series-xs-digital-download/20099754","","1","https://multimedia.bbycastatic.ca/multimedia/products/500x500/200/20099/20099754.jpg",""
"bbca-19657793","gift-cards","Game downloads","Xbox","XBOX Game Pass Ultimate 1-Month Membership - Digital Download","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/xbox-game-pass-ultimate-1-month-membership-digital-download/19657793","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/196/19657/19657793.jpg",""
"bbca-19128367","gift-cards","Game downloads","","Stray (Switch) - Digital Download","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/stray-switch-digital-download/19128367","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/191/19128/19128367.jpg",""
"bbca-17212138","gift-cards","Game downloads","Xbox","XBOX Game Pass Essential 6-Month Membership - Digital Download","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/xbox-game-pass-essential-6-month-membership-digital-download/17212138","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/172/17212/17212138.jpg",""
"bbca-19779108","gift-cards","Game downloads","","WWE 2K26 (XBOX Series X|S) - Digital Download","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/wwe-2k26-xbox-series-xs-digital-download/19779108","","1","https://multimedia.bbycastatic.ca/multimedia/products/500x500/197/19779/19779108.jpg",""
"bbca-17212139","gift-cards","Game downloads","Xbox","XBOX Game Pass Essential 3-Month Membership - Digital Download","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/xbox-game-pass-essential-3-month-membership-digital-download/17212139","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/172/17212/17212139.jpg",""
"bbca-19804467","gift-cards","Software subscriptions","","Mcafee Antivirus - 10-devices (MAV00ZTSXRAA)","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/mcafee-antivirus-10-devices-mav00ztsxraa/19804467","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/198/19804/19804467.png",""
"bbca-16696527","gift-cards","Software subscriptions","","McAfee Antivirus Software (1 PC 1 Year English) - Digital Download","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/mcafee-antivirus-software-1-pc-1-year-english-digital-download/16696527","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/166/16696/16696527.jpeg",""
"bbca-19467037","gift-cards","Software subscriptions","","Bitdefender Antivirus Plus Bonus Edition (PC/Mac/iOS/Android) - 3 Device - 1 User - 2 Year - Digital Download - Only at Best Buy","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/bitdefender-antivirus-plus-bonus-edition-pc-mac-ios-android-3-device-1-user-2-year-digital-download-only-at-best-buy/19467037","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/194/19467/19467037.jpg",""
"bbca-16496799","gift-cards","Software subscriptions","","McAfee Total Protection (Windows/Mac/Android/iOS) - 5 Devices - 1 Year - Digital Download","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/mcafee-total-protection-windows-mac-android-ios-5-devices-1-year-digital-download/16496799","","1","https://multimedia.bbycastatic.ca/multimedia/products/500x500/164/16496/16496799.jpg",""
"bbca-19467036","gift-cards","Software subscriptions","","Bitdefender Antivirus Plus (PC/Mac/iOS/Android) - 1 Device - 1 User - 1 Year - Digital Download","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/bitdefender-antivirus-plus-pc-mac-ios-android-1-device-1-user-1-year-digital-download/19467036","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/194/19467/19467036.jpg",""
"bbca-17919700","gift-cards","Software subscriptions","","Malwarebytes Standard, Premium Software (Windows, Mac, OS, Android, Apple iOS, Chome) - 5 Devices - 1 Year - Digital Download","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/malwarebytes-standard-premium-software-windows-mac-os-android-apple-ios-chome-5-devices-1-year-digital-download/17919700","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/179/17919/17919700.jpg",""
"bbca-17630644","gift-cards","Software subscriptions","","McAfee Total Protection (PC/Mac/Android/iOS) - 5 Devices - 1 Year - Digital Download","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/mcafee-total-protection-pc-mac-android-ios-5-devices-1-year-digital-download/17630644","","1","https://multimedia.bbycastatic.ca/multimedia/products/500x500/176/17630/17630644.jpg",""
"bbca-19430909","gift-cards","Software subscriptions","","Bitdefender Antivirus Plus Bonus Edition (PC/Mac/iOS/Android) - 3 Device - 1 User - 2 Year - Only at Best Buy","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/bitdefender-antivirus-plus-bonus-edition-pc-mac-ios-android-3-device-1-user-2-year-only-at-best-buy/19430909","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/194/19430/19430909.jpg",""
"bbca-17919698","gift-cards","Software subscriptions","","Malwarebytes Standard, Premium Software (Windows, Mac, OS, Android, Apple iOS, Chome) - 10 Devices - 1 Year - Digital Download","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/malwarebytes-standard-premium-software-windows-mac-os-android-apple-ios-chome-10-devices-1-year-digital-download/17919698","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/179/17919/17919698.jpg",""
"bbca-16496800","gift-cards","Software subscriptions","","McAfee Total Protection (Windows/Mac/Android/iOS) - 3 Devices - 1 Year - Digital Download","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/mcafee-total-protection-windows-mac-android-ios-3-devices-1-year-digital-download/16496800","","1","https://multimedia.bbycastatic.ca/multimedia/products/500x500/164/16496/16496800.jpg",""
"bbca-16496802","gift-cards","Software subscriptions","","McAfee AntiVirus (Windows PC) - 1 Device - 1 Year - Digital Download","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/mcafee-antivirus-windows-pc-1-device-1-year-digital-download/16496802","","1","https://multimedia.bbycastatic.ca/multimedia/products/500x500/164/16496/16496802.jpg",""
"bbca-17403647","gift-cards","Software subscriptions","","McAfee Total Protection (Win/Mac/Android/iOS/ChromeOS) -5 Devices -2 Year -Digital Download -Only at Best Buy","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/mcafee-total-protection-win-mac-android-ios-chromeos-5-devices-2-year-digital-download-only-at-best-buy/17403647","","1","https://multimedia.bbycastatic.ca/multimedia/products/500x500/174/17403/17403647.jpg",""
"bbca-14364412","gift-cards","Software subscriptions","","Norton AntiVirus Plus (PC/Mac) - 1 Device - 2GB Cloud Backup - 1-Year Subscription - Digital Download","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/norton-antivirus-plus-pc-mac-1-device-2gb-cloud-backup-1-year-subscription-digital-download/14364412","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/143/14364/14364412.jpg",""
"bbca-19430912","gift-cards","Software subscriptions","","Bitdefender Antivirus Plus (PC/Mac/iOS/Android) - 1 Device - 1 User - 1 Year","","See source","","","","","","https://www.bestbuy.ca/en-ca/product/bitdefender-antivirus-plus-pc-mac-ios-android-1-device-1-user-1-year/19430912","","1","https://multimedia.bbycastatic.ca/multimedia/products/1500x1500/194/19430/19430912.jpg",""
"gh-telefonika-apple-iphone-17-51572241334548","phones","Unlocked Smartphones","Apple","Apple iPhone 17 (1SIM) — 256GB / Mist Blue","I PH 17(1SIM)256BLUE","New","12390","Telefonika Ghana","2026-09-24","","","https://telefonika.com/products/apple-iphone-17?variant=51572241334548","https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-17-finish-select-mistblue-202509_GEO_EMEA?wid=940&hei=1112&fmt=png-alpha&.v=WGdCRlQ0YVlqbTdXTEkxRnVQb0oxaFUrdlByZTJvbHVPZlZpd2VmTDUrWmUxZTZNR2J3MXhyUEZGV3E0a2FOMW82dGJIRVZNUndyOWVxbHpaUDhyOEtkYzJyNDZucEFPaGl5YjJKbWpsa08xVThmOTkxMWhWOVBQckkvdTU4MWlmbW94YnYxc1YvNXZ4emJGL0IxNFp3","2","https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-17-finish-select-mistblue-202509_AV2?wid=724&hei=540&fmt=jpeg&qlt=90&.v=WGdCRlQ0YVlqbTdXTEkxRnVQb0oxaFUrdlByZTJvbHVPZlZpd2VmTDUrWThoSGozaDhHYjRWeWk3WVBoTXNuNnppRFFUQWNsM2txTVJoMG04WVAwREFYUldRZVYxMHFkRFZrQVZuaWMwSkJGZzRIRERpNldDbHhJWmg3dWt4Z3M | https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-17-finish-select-mistblue-202509_GEO_EMEA?wid=940&hei=1112&fmt=png-alpha&.v=WGdCRlQ0YVlqbTdXTEkxRnVQb0oxaFUrdlByZTJvbHVPZlZpd2VmTDUrWmUxZTZNR2J3MXhyUEZGV3E0a2FOMW82dGJIRVZNUndyOWVxbHpaUDhyOEtkYzJyNDZucEFPaGl5YjJKbWpsa08xVThmOTkxMWhWOVBQckkvdTU4MWlmbW94YnYxc1YvNXZ4emJGL0IxNFp3","2026-09-24"
